,modelName,features_list,features_size,hyperparameters,scaling_type,no_of_kfolds,comments,r2-score,mae,cohen_kappa_score
44,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Count_Comma', 'Semantic_Similarity',
       'Connectivity_Index', 'Flesch_Reading_Ease_Score',
       'Dale_Challl_Readability_Score'],
      dtype='object')",10,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,73.02449448,0.628360291,0.815448069
45,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Count_Exclamation', 'Count_Comma', 'Count_Questionmark',
       'Connectivity_Index', 'Flesch_Reading_Ease_Score',
       'Dale_Challl_Readability_Score'],
      dtype='object')",11,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.76869514,0.630966411,0.812387424
46,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Count_Comma', 'Count_Questionmark',
       'Capitalization_Errors', 'Semantic_Similarity', 'Connectivity_Index',
       'Flesch_Reading_Ease_Score', 'Dale_Challl_Readability_Score'],
      dtype='object')",12,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.87130082,0.629380913,0.81814882
47,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Spelling_Mistakes_Count', 'Count_Comma',
       'Count_Questionmark', 'Capitalization_Errors', 'Grammar_Error_Count',
       'Semantic_Similarity', 'Connectivity_Index',
       'Dale_Challl_Readability_Score'],
      dtype='object')",13,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.51261624,0.633003437,0.809451
48,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Spelling_Mistakes_Count', 'Count_Comma',
       'Count_Questionmark', 'Capitalization_Errors', 'Grammar_Error_Count',
       'Connectivity_Index', 'Flesch_Reading_Ease_Score',
       'Dale_Challl_Readability_Score', 'Lexical_Diversity'],
      dtype='object')",14,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.43643231,0.634772535,0.806938784
49,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Spelling_Mistakes_Count', 'Count_Exclamation',
       'Count_Comma', 'Count_Questionmark', 'Grammar_Error_Count',
       'Semantic_Similarity', 'Connectivity_Index',
       'Flesch_Reading_Ease_Score', 'Dale_Challl_Readability_Score',
       'Lexical_Diversity'],
      dtype='object')",15,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.36225577,0.634108966,0.805852468
50,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Spelling_Mistakes_Count', 'Count_Exclamation',
       'Count_Comma', 'Count_Questionmark', 'Count_Hyphens',
       'Grammar_Error_Count', 'Semantic_Similarity', 'Connectivity_Index',
       'Flesch_Reading_Ease_Score', 'Dale_Challl_Readability_Score',
       'Lexical_Diversity'],
      dtype='object')",16,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.66396454,0.631840918,0.812853404
51,Gradient Boosting Regression,"Index(['Sent_Count', 'Avg_Word_Count', 'Avg_Sentence_Length', 'Conj_Count',
       'pNoun_Count', 'Spelling_Mistakes_Count', 'Count_Exclamation',
       'Count_Comma', 'Count_Questionmark', 'Count_Hyphens',
       'Capitalization_Errors', 'Grammar_Error_Count', 'Semantic_Similarity',
       'Connectivity_Index', 'Flesch_Reading_Ease_Score',
       'Dale_Challl_Readability_Score', 'Lexical_Diversity'],
      dtype='object')",17,"('none',)","('none',)","(0,)",Gradient Boosting Regression Model with SFS,72.63681064,0.63399582,0.805068979
52,Linear Regression,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,"('none',)","('none',)","(0,)",Vanilla Linear Regression Model with only W2V features,26.13427179,1.015031381,0.44632311
53,Lasso Regression,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,"{'lasso_regression__alpha': 0.0001, 'polynomial_features__degree': 2}","('none',)",3,Lasso Regression + GridSearchCV + Only W2V Features ,33.01880469,0.96894876,0.525064951
54,Random Forest Regression,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,"('none',)","('none',)","(0,)",Random Forest Regression Model with only W2V features,20.16292017,1.028785716,0.322797848
55,Linear Regression,"['Sent_Count', 'Word_Count', 'Char_Count', 'Avg_Word_Count', 'Verb_Count', 'Noun_Count', 'Adj_Count', 'Conj_Count', 'Adverb_Count', 'pNoun_Count', 'Count_Fullstops', 'Count_Exclamation', 'Count_Comma', 'Count_Questionmark', 'Count_Hyphens', 'Capitalization_Errors', 'Grammar_Error_Count', 'Punctuation_Errors', 'Connectivity_Index', 'Semantic_Similarity', 'Flesch_Reading_Ease_Score', 'Flesh_Kincaid_Grade', 'Dale_Challl_Readability_Score', 'Lexical_Diversity', 'Lexical_Density', 'Lexical_Originality', 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",131,"('none',)","('none',)","(0,)",Vanilla Linear Regression Model with W2V features + Stats Features,70.59122414,0.646352531,0.30708148
56,Random Forest Regression,"['Sent_Count', 'Word_Count', 'Char_Count', 'Avg_Word_Count', 'Verb_Count', 'Noun_Count', 'Adj_Count', 'Conj_Count', 'Adverb_Count', 'pNoun_Count', 'Count_Fullstops', 'Count_Exclamation', 'Count_Comma', 'Count_Questionmark', 'Count_Hyphens', 'Capitalization_Errors', 'Grammar_Error_Count', 'Punctuation_Errors', 'Connectivity_Index', 'Semantic_Similarity', 'Flesch_Reading_Ease_Score', 'Flesh_Kincaid_Grade', 'Dale_Challl_Readability_Score', 'Lexical_Diversity', 'Lexical_Density', 'Lexical_Originality', 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",131,"('none',)","('none',)","(0,)",Random Forest Regressor with W2V features + Stats Features,69.39184153,0.636243799,0.367327539
